"";"ICD-10";"PQI_num";"PQI_lab";"ICD-10-label";"Classification";"PQI_Composite";"Composite_label"
"644";"J84841";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Neuroendocrine cell hyperplasia of infancy";"RESPAN";NA;NA
"645";"D57812";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Other sickle-cell disorders with splenic sequestration";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"646";"Q631";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Lobulated, fused and horseshoe kidney";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"647";"Q631";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Lobulated, fused and horseshoe kidney";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"648";"Q339";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital malformation of lung, unspecified";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"649";"Q339";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital malformation of lung, unspecified";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"650";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"651";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"652";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"653";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"654";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"655";"E103313";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"656";"E11339";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACDIALD";NA;NA
"657";"E11339";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";NA;NA
"658";"Q331";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Accessory lobe of lung";"RESPAN";NA;NA
"659";"D57413";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Sickle-cell thalassemia, unspecified, with cerebral vascular involvement";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"660";"N139";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Obstructive and reflux uropathy, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"661";"N139";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Obstructive and reflux uropathy, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"662";"Q254";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other congenital malformations of aorta";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"663";"Q254";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other congenital malformations of aorta";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"664";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"665";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"666";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"667";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"668";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"669";"E1137X3";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"670";"E103391";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";NA;NA
"671";"E103391";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";NA;NA
"672";"J84842";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Pulmonary interstitial glycogenosis";"RESPAN";NA;NA
"673";"D57813";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Other sickle-cell disorders with cerebral vascular involvement";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"674";"Q632";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Ectopic kidney";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"675";"Q632";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Ectopic kidney";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"676";"Q340";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Anomaly of pleura";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"677";"Q340";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Anomaly of pleura";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"678";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"679";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"680";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"681";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"682";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"683";"E103319";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"684";"E113391";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";NA;NA
"685";"E113391";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";NA;NA
"686";"Q332";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Sequestration of lung";"RESPAN";NA;NA
"687";"D57418";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Sickle-cell thalassemia, unspecified, with crisis with other specified complication";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"688";"Q600";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, unilateral";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"689";"Q600";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, unilateral";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"690";"Q2545";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Double aortic arch";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"691";"Q2545";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Double aortic arch";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"692";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"693";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"694";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"695";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"696";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"697";"E1137X9";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"698";"E103392";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";NA;NA
"699";"E103392";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";NA;NA
"700";"J84843";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Alveolar capillary dysplasia with vein misalignment";"RESPAN";NA;NA
"701";"D57818";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Other sickle-cell disorders with crisis with other specified complication";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"702";"Q633";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Hyperplastic and giant kidney";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"703";"Q633";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Hyperplastic and giant kidney";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"704";"Q341";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital cyst of mediastinum";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"705";"Q341";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital cyst of mediastinum";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"706";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"707";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"708";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"709";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"710";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"711";"E10339";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"712";"E113392";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";NA;NA
"713";"E113392";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";NA;NA
"714";"Q333";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Agenesis of lung";"RESPAN";NA;NA
"715";"D57419";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Sickle-cell thalassemia, unspecified, with crisis";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"716";"Q601";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, bilateral";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"717";"Q601";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, bilateral";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"718";"Q2547";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Right aortic arch";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"719";"Q2547";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Right aortic arch";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"720";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"721";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"722";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"723";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"724";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"725";"E1139";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with other diabetic ophthalmic complication";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"726";"E103393";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACDIALD";NA;NA
"727";"E103393";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACSLEAD";NA;NA
"728";"J84848";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Other interstitial lung diseases of childhood";"RESPAN";NA;NA
"729";"D57819";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Other sickle-cell disorders with crisis, unspecified";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"730";"Q638";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other specified congenital malformations of kidney";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"731";"Q638";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other specified congenital malformations of kidney";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"732";"Q348";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other specified congenital malformations of respiratory system";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"733";"Q348";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Other specified congenital malformations of respiratory system";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"734";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"735";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"736";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"737";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"738";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"739";"E103391";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"740";"E113393";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACDIALD";NA;NA
"741";"E113393";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACSLEAD";NA;NA
"742";"Q334";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Congenital bronchiectasis";"RESPAN";NA;NA
"743";"D5742";"PQI_11";"Community_Acquired _Pneumonia_Admission_Rate";"Sickle-cell thalassemia beta zero without crisis";"ACSBA2D";"PQI_91";"Prevention_Quality_Acute_Composite"
"744";"Q602";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"745";"Q602";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal agenesis, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"746";"Q2548";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Anomalous origin of subclavian artery";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"747";"Q2548";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Anomalous origin of subclavian artery";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"748";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"749";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"750";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"751";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"752";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"753";"E1140";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic neuropathy, unspecified";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"754";"E103399";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACDIALD";NA;NA
"755";"E103399";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACSLEAD";NA;NA
"756";"P270";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Wilson-Mikity syndrome";"RESPAN";NA;NA
"757";"Q639";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital malformation of kidney, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"758";"Q639";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Congenital malformation of kidney, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"759";"Q349";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital malformation of respiratory system, unspecified";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"760";"Q349";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital malformation of respiratory system, unspecified";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"761";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"762";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"763";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"764";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"765";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"766";"E103392";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"767";"E113399";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACDIALD";NA;NA
"768";"E113399";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACSLEAD";NA;NA
"769";"Q335";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Ectopic tissue in lung";"RESPAN";NA;NA
"770";"Q603";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, unilateral";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"771";"Q603";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, unilateral";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"772";"Q311";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital subglottic stenosis";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"773";"Q311";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital subglottic stenosis";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"774";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"775";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"776";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
